Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Sh,SoT,SoT%,PK,PKatt,CrdY,CrdR,Fls,Crs,OG,2CrdY,performance_index
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,27.0,1999.0,23,23,2032,22.6,17,2,11.8,0,0,4,0,30,12,0,0,-0.0859904253142715
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23.0,2002.0,22,12,1165,12.9,17,4,23.5,0,0,2,0,11,40,0,0,-0.47373246587946605
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,27.0,1998.0,27,23,1910,21.2,39,10,25.6,0,0,4,0,20,19,0,0,0.020309522001761504
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28.0,1997.0,21,20,1789,19.9,4,1,25.0,0,0,6,0,17,49,1,0,0.020482737686081356
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28.0,1997.0,23,22,1986,22.1,17,5,29.4,0,0,3,0,13,6,0,0,0.3274699924335182
Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22.0,2003.0,17,11,906,10.1,7,2,28.6,0,0,3,0,16,8,0,0,-0.153245732910934
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27.0,1998.0,23,22,1909,21.2,17,3,17.6,0,0,4,1,27,11,0,0,0.3674476036685835
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26.0,1999.0,17,16,1253,13.9,33,12,36.4,0,1,3,0,28,15,0,0,-0.04442287042580444
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32.0,1993.0,15,11,946,10.5,9,2,22.2,0,0,2,0,8,2,0,0,-0.568294381308554
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31.0,1994.0,24,24,2160,24.0,25,5,20.0,0,0,1,0,5,0,0,0,-0.08530187497035772
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28.0,1997.0,23,21,1918,21.3,12,5,41.7,0,1,6,1,32,37,0,1,0.1859791119919034
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,28.0,1998.0,22,16,1233,13.7,22,5,22.7,0,0,4,0,27,16,0,0,-0.08936329489900816
Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27.0,1998.0,21,14,1116,12.4,30,11,36.7,0,0,0,0,6,14,1,0,0.14835631105826477
Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19.0,2006.0,24,10,1156,12.8,47,20,42.6,0,0,1,0,8,29,0,0,0.5238461632030356
Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32.0,1993.0,25,23,1777,19.7,38,12,31.6,3,3,9,0,31,42,0,0,0.28341213002674276
Gianluca Mancini,it ITA,DF,Roma,it Serie A,29.0,1996.0,26,26,2314,25.7,14,4,28.6,0,0,9,0,56,20,0,0,0.26277076518723125
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34.0,1991.0,19,18,1524,16.9,8,2,25.0,0,0,5,0,12,8,0,0,-0.13269916644135354
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28.0,1997.0,25,22,1780,19.8,49,12,24.5,1,1,5,0,26,59,0,0,0.42871505432981244
Mateus Mane,pt POR,MF,Wolves,eng Premier League,18.0,2007.0,18,12,1172,13.0,28,12,42.9,0,0,0,0,18,48,0,0,-0.05873846500140435
Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20.0,2005.0,18,17,1373,15.3,29,7,24.1,0,0,4,2,17,24,0,0,0.4082937520822095
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23.0,2002.0,21,18,1624,18.0,3,2,66.7,0,0,4,0,17,7,0,0,-0.6006213024411372
Marcão,br BRA,DF,Sevilla,es La Liga,29.0,1996.0,13,11,938,10.4,10,2,20.0,0,0,5,1,22,1,0,1,-0.6190169551051278
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31.0,1995.0,11,10,904,10.0,11,3,27.3,0,0,3,0,15,0,0,0,-0.7692494164604147
Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002.0,16,15,1394,15.5,3,1,33.3,0,0,1,0,10,0,0,0,-0.14701570688536325
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22.0,2003.0,23,11,1019,11.3,12,4,33.3,0,0,1,0,16,10,0,0,-0.7250335382363328
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31.0,1994.0,24,23,2026,22.5,18,8,44.4,0,0,3,0,27,3,0,0,0.03483791619827281
Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002.0,23,22,1850,20.6,11,1,9.1,0,0,7,0,31,6,0,0,0.20771676254607513
Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28.0,1997.0,23,22,1773,19.7,6,3,50.0,0,0,2,0,25,156,0,0,0.16802478930706238
Iván Martín,es ESP,MF,Girona,es La Liga,27.0,1999.0,24,22,1881,20.9,9,4,44.4,0,0,5,1,25,5,0,1,-0.0918782165898411
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19.0,2006.0,16,16,1440,16.0,11,3,27.3,0,0,4,0,13,0,0,0,-0.5774295576266949
Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21.0,2004.0,23,20,1460,16.2,20,4,20.0,0,0,8,0,46,10,0,0,-0.16000647529012402
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22.0,2003.0,23,21,1710,19.0,10,1,10.0,0,0,6,0,18,26,0,0,0.14236273543254083
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28.0,1997.0,25,23,1888,21.0,83,32,38.6,0,0,3,0,41,16,0,0,1.2424998987506066
Pablo Martínez,es ESP,MF,Levante,es La Liga,28.0,1998.0,17,13,1172,13.0,23,4,17.4,0,0,2,0,19,41,0,0,-0.43278496869381017
Toni Martínez,es ESP,FW,Alavés,es La Liga,28.0,1997.0,25,20,1686,18.7,56,19,33.9,0,0,1,0,27,11,0,0,0.17057003520891376
Adam Marušić,me MNE,DF,Lazio,it Serie A,33.0,1992.0,25,24,2118,23.5,12,5,41.7,0,0,1,1,17,26,0,0,-0.36255832459536375
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,33.0,1993.0,19,15,1302,14.5,1,1,100.0,0,0,4,0,20,5,0,0,1.1207714569891434
Patrizio Masini,it ITA,MF,Genoa,it Serie A,25.0,2001.0,21,10,1076,12.0,12,3,25.0,0,0,4,0,29,11,0,0,0.07245769453902648
Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24.0,2001.0,24,23,1941,21.6,15,4,26.7,0,0,2,0,18,15,0,0,0.13747387861667767
Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,23.0,2002.0,19,10,1057,11.7,11,6,54.5,0,0,1,0,24,7,0,0,0.026641243680154938
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28.0,1997.0,23,23,1904,21.2,54,26,48.1,3,3,2,0,16,7,0,0,0.004904141682314559
Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37.0,1988.0,24,24,2080,23.1,10,4,40.0,0,0,6,1,20,10,0,0,0.18317058837097303
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23.0,2002.0,14,14,1260,14.0,6,1,16.7,0,0,5,0,8,4,0,0,-0.2137665213161193
Jean Mattéo Bahoya,fr FRA,MF,Eintracht Frankfurt,de Bundesliga,20.0,2005.0,21,11,1015,11.3,19,7,36.8,0,0,1,0,12,27,0,0,0.07461801583141826
Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,28.0,1997.0,21,18,1723,19.1,15,3,20.0,0,0,2,0,9,2,1,0,-0.4174399070138577
Borja Mayoral,es ESP,FW,Getafe,es La Liga,28.0,1997.0,14,12,1041,11.6,14,7,50.0,0,1,0,0,6,6,0,0,-0.1049120264914438
Senny Mayulu,fr FRA,"MF,FW",Paris Saint-Germain,fr Ligue 1,19.0,2006.0,17,15,1136,12.6,23,7,30.4,0,0,1,0,17,16,0,0,0.16701753786646062
Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,20.0,2005.0,17,10,967,10.7,26,7,26.9,0,0,1,0,8,35,0,0,0.045839863386737
Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,22.0,2004.0,20,11,987,11.0,15,7,46.7,0,0,0,0,3,20,0,0,0.045798086498276366
Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,27.0,1998.0,23,23,2020,22.4,111,51,45.9,8,9,3,0,9,19,0,0,1.5971315252853562
Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,26.0,1999.0,23,23,1968,21.9,56,29,51.8,0,0,3,0,16,84,0,0,0.6267963927056551
Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25.0,2000.0,23,22,1997,22.2,6,2,33.3,0,0,3,0,19,2,0,0,-0.1643750472988754
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,31.0,1994.0,22,21,1591,17.7,18,7,38.9,0,0,3,0,23,59,0,0,0.32902140591497453
Weston McKennie,us USA,MF,Juventus,it Serie A,27.0,1998.0,26,22,1940,21.6,36,14,38.9,0,0,4,0,32,21,0,0,0.26982875934185013
Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,27.0,1999.0,21,19,1727,19.2,6,1,16.7,0,0,5,0,23,2,0,0,-0.4304174528538645
Scott McTominay,sct SCO,MF,Napoli,it Serie A,29.0,1996.0,23,22,1936,21.5,64,25,39.1,0,0,1,0,15,7,0,0,0.8734952614476239
Henrik Meister,dk DEN,FW,Pisa,it Serie A,22.0,2003.0,21,14,1275,14.2,18,7,38.9,0,0,1,0,22,0,0,0,-0.6428744333678216
Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,24.0,2001.0,18,16,1421,15.8,6,1,16.7,0,0,3,0,19,9,0,0,-0.5196366900838826
Nuno Mendes,pt POR,DF,Paris Saint-Germain,fr Ligue 1,23.0,2002.0,16,11,1049,11.7,25,11,44.0,0,0,1,0,9,40,0,0,0.3069082568589877
Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,29.0,1997.0,22,16,1323,14.7,27,14,51.9,1,1,4,1,37,51,0,0,0.2947443868770109
Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21.0,2004.0,15,15,1276,14.2,10,3,30.0,0,0,5,0,21,12,0,0,-0.5221805119755091
Batista Mendy,fr FRA,MF,Sevilla,es La Liga,26.0,2000.0,21,18,1464,16.3,14,4,28.6,0,0,6,0,32,5,0,0,-0.17889830911568488
Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21.0,2004.0,16,15,1274,14.2,10,3,30.0,0,0,4,1,22,6,0,0,-0.3315478960865596
Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29.0,1996.0,21,10,1007,11.2,21,8,38.1,0,0,1,0,21,4,0,0,0.3009119749248331
Quentin Merlin,fr FRA,"MF,DF",Rennes,fr Ligue 1,23.0,2002.0,23,17,1633,18.1,21,6,28.6,0,0,1,0,11,113,0,0,0.06328447975824243
Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,20.0,2006.0,20,16,1386,15.4,11,5,45.5,0,0,6,0,40,30,0,0,-0.48718002888510126
Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34.0,1991.0,16,13,1186,13.2,11,1,9.1,0,0,2,0,18,30,0,0,-0.8102168624103231
Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25.0,2000.0,21,15,1357,15.1,38,20,52.6,0,0,1,0,9,5,0,0,0.7118111014351667
Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28.0,1997.0,28,28,2520,28.0,15,1,6.7,0,0,5,0,13,2,1,0,-0.4269167225269089
Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19.0,2006.0,19,11,1136,12.6,12,4,33.3,0,0,0,0,4,33,0,0,-0.1966136487584354
Éder Militão,br BRA,DF,Real Madrid,es La Liga,28.0,1998.0,13,12,1000,11.1,17,8,47.1,0,0,2,0,13,0,0,0,-0.30137995560572267
Luis Milla,es ESP,MF,Getafe,es La Liga,31.0,1994.0,24,24,2114,23.5,17,1,5.9,0,0,3,1,19,144,0,0,0.5160520929931056
Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33.0,1992.0,24,21,1575,17.5,50,18,36.0,0,0,4,1,18,27,0,0,0.36812508507997155
Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29.0,1996.0,16,11,948,10.5,2,1,50.0,0,0,1,0,8,0,0,0,0.10986681360463105
Yerry Mina,co COL,DF,Cagliari,it Serie A,31.0,1994.0,17,17,1385,15.4,4,2,50.0,0,0,5,1,22,1,0,1,-0.12561889317163505
Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,31.0,1995.0,15,11,944,10.5,21,7,33.3,0,0,4,0,10,8,0,0,-0.3170790854183881
Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26.0,1999.0,22,15,1345,14.9,14,5,35.7,0,0,3,0,8,48,0,0,-0.19878129099901912
Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21.0,2004.0,24,18,1637,18.2,33,8,24.2,0,0,0,0,18,83,0,0,0.024140280132414316
Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28.0,1997.0,21,16,1420,15.8,55,28,50.9,1,2,2,0,33,14,0,0,0.15209550350639192
Juan Miranda,es ESP,DF,Bologna,it Serie A,26.0,2000.0,22,19,1718,19.1,11,4,36.4,0,0,6,0,20,123,0,0,-0.2130467986420697
Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,26.0,1999.0,28,28,2487,27.6,13,5,38.5,0,0,5,0,18,83,0,0,0.4719277415973552
Kaoru Mitoma,jp JPN,"MF,FW",Brighton,eng Premier League,28.0,1997.0,18,15,1366,15.2,20,10,50.0,0,0,3,0,20,34,0,0,-0.3452790330278929
Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,de Bundesliga,28.0,1997.0,22,17,1512,16.8,21,10,47.6,3,3,3,0,8,70,0,0,0.5978815500615348
Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,37.0,1989.0,20,12,1102,12.2,34,8,23.5,0,0,3,0,19,33,0,0,-0.06349034639527726
Luka Modrić,hr CRO,MF,Milan,it Serie A,40.0,1985.0,26,25,2182,24.2,13,7,53.8,0,0,3,0,16,89,0,0,0.536609639389486
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,28.0,1997.0,18,11,964,10.7,28,5,17.9,0,0,1,0,15,6,0,0,-0.3467987651170845
Johan Mojica,co COL,DF,Mallorca,es La Liga,33.0,1992.0,26,21,1962,21.8,13,2,15.4,0,0,4,0,21,88,0,0,-0.11892418561862812
Alberto Moleiro,es ESP,MF,Villarreal,es La Liga,22.0,2003.0,25,22,1722,19.1,37,17,45.9,0,0,2,0,24,19,0,0,0.7089927023034174
Jon Moncayola,es ESP,MF,Osasuna,es La Liga,27.0,1998.0,24,23,2013,22.4,17,3,17.6,0,0,6,0,26,92,0,0,-0.21314950271803493
Morato,br BRA,DF,Nottingham Forest,eng Premier League,24.0,2001.0,14,10,940,10.4,4,1,25.0,0,0,4,0,11,1,0,0,-0.7802371995617081
Afonso Moreira,pt POR,"MF,FW",Lyon,fr Ligue 1,20.0,2005.0,19,10,1008,11.2,23,8,34.8,0,0,2,0,14,63,0,0,0.35382284766522043
Diego Moreira,be BEL,MF,Strasbourg,fr Ligue 1,21.0,2004.0,23,21,1830,20.3,23,9,39.1,0,0,4,0,15,81,0,0,0.45412014311737375
Álex Moreno,es ESP,"DF,MF",Girona,es La Liga,32.0,1993.0,21,20,1845,20.5,15,4,26.7,0,0,4,0,22,47,0,0,-0.26922971854276506
Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32.0,1993.0,25,17,1391,15.5,35,12,34.3,1,1,2,0,17,16,0,0,-0.021787810686136857
Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,23.0,2003.0,26,18,1698,18.9,15,3,20.0,0,0,4,0,22,1,0,0,0.00577238671891294
Manu Morlanes,es ESP,MF,Mallorca,es La Liga,27.0,1999.0,20,12,984,10.9,4,1,25.0,0,0,4,1,13,2,0,1,-0.28590536470056316
Nikola Moro,hr CRO,MF,Bologna,it Serie A,27.0,1998.0,19,12,1122,12.5,10,1,10.0,0,0,1,0,13,31,0,0,-0.4322482301033418
Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23.0,2002.0,21,21,1854,20.6,22,6,27.3,0,0,4,1,25,76,0,0,0.03802588293536642
Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24.0,2001.0,20,18,1585,17.6,20,5,25.0,0,0,10,0,24,14,2,0,-0.07240336117854602
Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,24.0,2002.0,19,18,1609,17.9,11,1,9.1,0,0,9,1,40,6,0,1,0.17586214366211653
Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23.0,2002.0,23,21,1615,17.9,30,8,26.7,0,0,1,1,17,23,0,0,-0.11736038494889403
Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,23.0,2003.0,23,23,2025,22.5,14,4,28.6,0,0,5,0,19,2,2,0,0.3148137948893255
Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27.0,1998.0,23,22,2000,22.2,21,6,28.6,0,0,5,0,30,122,0,0,0.41183771080400344
Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28.0,1997.0,25,25,2163,24.0,16,2,12.5,0,0,4,0,23,58,1,0,0.39570411440754727
Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29.0,1996.0,20,20,1765,19.6,17,7,41.2,0,0,5,0,24,48,0,0,0.36518451495199805
Víctor Muñoz,es ESP,"MF,FW",Osasuna,es La Liga,22.0,2003.0,26,24,1996,22.2,52,19,36.5,0,0,2,0,26,73,0,0,0.20983164858678285
Murillo,br BRA,DF,Nottingham Forest,eng Premier League,23.0,2002.0,20,20,1729,19.2,9,4,44.4,0,0,3,0,18,2,1,0,-0.19432443854110154
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31.0,1994.0,25,24,2048,22.8,71,35,49.3,5,6,3,1,25,1,0,0,1.0318378068609684
Jacob Murphy,eng ENG,"FW,MF",Newcastle United,eng Premier League,31.0,1995.0,23,13,1137,12.6,36,11,30.6,0,0,1,0,4,96,0,0,-0.3861308099336446
Junior Mwanga,fr FRA,MF,Nantes,fr Ligue 1,22.0,2003.0,15,15,1260,14.0,9,3,33.3,0,0,2,1,15,5,0,0,-0.3849577071699916
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26.0,1999.0,23,23,2058,22.9,9,2,22.2,0,0,5,0,22,66,1,0,-0.3843926592368952
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26.0,1999.0,22,22,1924,21.4,16,3,18.8,0,0,4,0,26,2,0,0,0.037346588712284814
Natan,br BRA,DF,Real Betis,es La Liga,25.0,2001.0,24,24,2074,23.0,8,1,12.5,0,0,6,0,16,1,0,0,-0.5442141001127103
Pau Navarro,es ESP,DF,Villarreal,es La Liga,20.0,2005.0,14,14,1182,13.1,1,1,100.0,0,0,3,0,26,2,0,0,-0.6114697349075711
Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25.0,2000.0,27,23,2178,24.2,21,8,38.1,0,0,2,0,25,12,0,0,-0.042936900842214805
Iliman Ndiaye,sn SEN,MF,Everton,eng Premier League,25.0,2000.0,22,22,1881,20.9,27,14,51.9,2,2,2,0,22,37,0,0,0.5533439378154682
Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,24.0,2001.0,24,21,1802,20.0,23,6,26.1,0,0,1,0,13,76,0,0,0.2845462143509582
Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21.0,2004.0,21,11,1015,11.3,12,4,33.3,0,0,1,0,13,13,0,0,-0.5766775037358386
Dan Ndoye,ch SUI,MF,Nottingham Forest,eng Premier League,25.0,2000.0,21,14,1116,12.4,15,4,26.7,0,0,1,0,15,41,0,0,-0.3852958620017371
Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23.0,2002.0,20,14,1237,13.7,16,2,12.5,0,0,2,2,18,86,0,0,-0.44661148459228767
Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,35.0,1991.0,22,21,1843,20.5,13,3,23.1,0,0,2,0,15,56,0,0,-0.27703785438229345
David Neres,br BRA,"FW,MF",Napoli,it Serie A,28.0,1997.0,16,10,922,10.2,17,4,23.5,0,0,3,0,19,53,0,0,-0.28689602141982434
Martim Neto,pt POR,MF,Elche,es La Liga,23.0,2003.0,20,12,1072,11.9,12,4,33.3,0,0,1,0,15,19,0,0,-0.24125521088721893
Pedro Neto,pt POR,MF,Chelsea,eng Premier League,25.0,2000.0,28,24,2140,23.8,39,11,28.2,0,0,4,1,11,154,0,1,0.14021414461201628
João Neves,pt POR,MF,Paris Saint-Germain,fr Ligue 1,21.0,2004.0,14,11,1002,11.1,21,6,28.6,0,0,0,0,12,2,0,0,-0.03836566470950837
Cyril Ngonge,be BEL,FW,Torino,it Serie A,25.0,2000.0,20,11,994,11.0,24,12,50.0,0,0,2,0,20,19,0,0,-0.3771736225870112
Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22.0,2003.0,20,18,1595,17.7,16,5,31.3,0,0,5,1,15,5,0,0,-0.20410948061107023
Cheikh Niasse,sn SEN,MF,Hellas Verona,it Serie A,26.0,2000.0,19,11,970,10.8,6,1,16.7,0,0,1,0,20,14,0,0,-0.5247797757831242
Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28.0,1997.0,23,21,1754,19.5,11,4,36.4,0,0,3,0,25,2,0,0,-0.44224974394071104
Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24.0,2001.0,19,14,1107,12.3,16,5,31.3,0,0,1,0,8,3,0,0,-0.2547593208889504
Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,25.0,2000.0,23,16,1305,14.5,41,17,41.5,0,0,1,0,8,18,0,0,-0.1252168192058646
Christopher Nkunku,fr FRA,FW,Milan,it Serie A,28.0,1997.0,21,11,965,10.7,20,11,55.0,3,3,0,0,6,7,0,0,0.005456029299395539
Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25.0,2000.0,24,21,1806,20.1,26,6,23.1,0,0,0,0,22,6,0,0,0.12991731755235422
Brooke Norton-Cuffy,eng ENG,"MF,DF",Genoa,it Serie A,22.0,2004.0,24,24,2059,22.9,13,5,38.5,0,0,5,1,23,75,0,1,-0.02052203086938179
Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27.0,1998.0,25,23,2085,23.2,5,1,20.0,0,0,4,0,12,40,0,0,0.5918272539121597
Unai Núñez,es ESP,DF,Hellas Verona,it Serie A,29.0,1997.0,17,15,1265,14.1,7,1,14.3,0,0,6,0,27,11,1,0,-0.48810299102456334
Antonio Nusa,no NOR,"FW,MF",RB Leipzig,de Bundesliga,20.0,2005.0,21,17,1467,16.3,50,13,26.0,0,0,0,0,9,49,0,0,0.12827640458071563
M'Bala Nzola,ao ANG,FW,Pisa,it Serie A,29.0,1996.0,16,11,1052,11.7,28,7,25.0,2,3,1,1,18,7,0,0,-0.5949177110555367
Jake O'Brien,ie IRL,DF,Everton,eng Premier League,24.0,2001.0,27,25,2278,25.3,9,3,33.3,0,0,2,1,15,40,0,0,-0.4817618479888906
Adam Obert,sk SVK,"DF,MF",Cagliari,it Serie A,23.0,2002.0,25,23,1899,21.1,5,1,20.0,0,0,8,0,33,29,0,0,-0.08880203216276485
Jens Odgaard,dk DEN,MF,Bologna,it Serie A,26.0,1999.0,19,13,1041,11.6,26,9,34.6,0,0,1,0,23,11,0,0,-0.04454745070589681
Wilson Odobert,fr FRA,"MF,FW",Tottenham Hotspur,eng Premier League,21.0,2004.0,24,10,985,10.9,21,8,38.1,0,0,0,0,2,28,0,0,-0.6038328327358566
Noah Okafor,ch SUI,"FW,MF",Leeds United,eng Premier League,25.0,2000.0,23,15,1273,14.1,26,9,34.6,0,0,3,0,16,31,0,0,-0.10073959396657853
Michael Olise,fr FRA,MF,Bayern Munich,de Bundesliga,24.0,2001.0,23,19,1790,19.9,76,38,50.0,0,0,5,0,25,109,0,0,2.219297828628666
Dani Olmo,es ESP,MF,Barcelona,es La Liga,27.0,1998.0,21,15,1326,14.7,54,18,33.3,0,0,0,0,16,22,0,0,0.9171874674082053
Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,24.0,2001.0,19,16,1290,14.3,12,5,41.7,0,0,2,0,15,0,0,0,0.07275302076653355
Louis Oppie,de GER,MF,St Pauli,de Bundesliga,23.0,2002.0,18,15,1406,15.6,14,3,21.4,0,0,0,0,13,46,0,0,-0.5319804585537797
Gift Orban,ng NGA,FW,Hellas Verona,it Serie A,23.0,2002.0,22,18,1576,17.5,64,23,35.9,2,2,4,1,17,9,0,0,0.0686582444124077
Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,33.0,1992.0,24,24,2139,23.8,16,6,37.5,0,0,3,0,12,5,0,0,-0.07113057423659284
Aimar Oroz,es ESP,"MF,FW",Osasuna,es La Liga,24.0,2001.0,19,16,1392,15.5,20,3,15.0,0,0,5,0,20,17,0,0,-0.2490996407311747
Riccardo Orsolini,it ITA,"MF,FW",Bologna,it Serie A,29.0,1997.0,24,19,1441,16.0,52,22,42.3,3,4,2,0,14,36,0,0,0.33409198348088903
Patrick Osterhage,de GER,MF,Freiburg,de Bundesliga,26.0,2000.0,19,13,1187,13.2,7,2,28.6,0,0,4,0,13,9,0,0,-0.45178070469169224
Abdoul Ouattara,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20.0,2005.0,20,13,1220,13.6,17,6,35.3,0,0,2,0,9,15,0,0,-0.4771954664968479
Dango Ouattara,bf BFA,MF,Brentford,eng Premier League,24.0,2002.0,22,17,1530,17.0,33,10,30.3,0,0,4,0,21,65,0,0,0.33856623902121935
Mikel Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,28.0,1997.0,23,23,1971,21.9,62,27,43.5,4,4,2,0,16,13,0,0,0.6758576029883445
Cenk Özkacar,tr TUR,DF,Köln,de Bundesliga,25.0,2000.0,15,11,938,10.4,7,4,57.1,0,0,1,0,7,2,0,0,-0.6971568429461676
Nico O’Reilly,eng ENG,"DF,MF",Manchester City,eng Premier League,20.0,2005.0,27,22,2043,22.7,27,9,33.3,0,0,4,0,32,30,0,0,0.42825086289087366
Jon Pacheco,es ESP,DF,Alavés,es La Liga,25.0,2001.0,19,18,1591,17.7,4,1,25.0,0,0,2,0,10,4,0,0,-0.7722542239816157
Pablo Pagis,fr FRA,"MF,FW",Lorient,fr Ligue 1,23.0,2002.0,21,16,1267,14.1,43,15,34.9,1,1,1,0,17,65,0,0,0.39241681352409874
Igor Paixão,br BRA,MF,Marseille,fr Ligue 1,25.0,2000.0,21,14,1276,14.2,34,14,41.2,0,0,2,0,13,19,0,0,0.33044274343984076
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,31.0,1994.0,24,22,1799,20.0,38,12,31.6,2,3,8,0,30,85,0,0,0.05355347188464037
Marco Palestra,it ITA,"MF,DF",Cagliari,it Serie A,20.0,2005.0,26,25,2237,24.9,20,4,20.0,0,0,2,0,30,75,0,0,0.8706486549059332
João Palhinha,pt POR,"MF,DF",Tottenham Hotspur,eng Premier League,30.0,1995.0,25,18,1689,18.8,22,5,22.7,0,0,6,0,20,4,0,0,0.7831476832972797
