Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Sh,SoT,SoT%,PK,PKatt,CrdY,CrdR,Fls,Crs,OG,2CrdY,performance_index
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29.0,1996.0,22,22,1980,22.0,12,4,33.3,0,0,3,0,19,7,0,0,-0.08053548816387505
Antony,br BRA,"MF,FW",Real Betis,es La Liga,26.0,2000.0,21,21,1765,19.6,62,26,41.9,0,0,2,1,13,52,0,0,1.0555959312500245
Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,39.0,1987.0,22,11,917,10.2,15,9,60.0,0,1,0,0,21,2,0,0,-0.030738703401099403
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30.0,1995.0,25,25,2203,24.5,41,13,31.7,2,2,3,0,32,8,0,0,0.7128097227608435
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23.0,2002.0,24,22,1961,21.8,15,5,33.3,0,0,8,0,50,38,0,0,0.5877810523179515
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29.0,1996.0,22,22,1900,21.1,8,1,12.5,0,0,5,0,27,35,0,0,0.02735372199368203
Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,28.0,1997.0,23,14,1124,12.5,16,3,18.8,0,0,1,0,26,30,0,0,-0.41017072895389994
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994.0,20,20,1800,20.0,11,5,45.5,0,0,5,0,17,77,0,0,0.24430488950841894
Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,25.0,2000.0,25,12,1196,13.3,36,12,33.3,0,1,1,0,16,0,0,0,-0.5048970539562857
Kervin Arriaga,hn HON,MF,Levante,es La Liga,28.0,1998.0,17,12,1109,12.3,7,3,42.9,0,0,6,1,18,4,0,1,-0.2101877467465729
Arthur,br BRA,MF,Leverkusen,de Bundesliga,22.0,2003.0,16,13,1048,11.6,10,2,20.0,0,0,2,0,17,29,0,0,-0.20343747183691668
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,23.0,2003.0,18,13,1258,14.0,13,4,30.8,0,0,2,0,13,1,0,0,-0.39521123471201947
Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23.0,2002.0,23,21,1599,17.8,51,20,39.2,0,0,1,0,18,5,0,0,0.5170792872287401
Kristjan Asllani,al ALB,MF,Torino,it Serie A,23.0,2002.0,15,13,1129,12.5,20,4,20.0,0,1,3,0,7,52,0,0,-0.5832123352334995
Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,20.0,2005.0,20,11,954,10.6,17,2,11.8,0,0,4,0,19,60,0,0,-0.5708703293709345
Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,23.0,2002.0,20,19,1721,19.1,11,2,18.2,0,0,6,1,21,5,0,0,-0.13122579366789813
Arthur Atta,fr FRA,MF,Udinese,it Serie A,23.0,2003.0,21,19,1693,18.8,37,13,35.1,0,0,3,0,15,41,0,0,0.05816211503148861
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36.0,1989.0,21,14,1317,14.6,35,21,60.0,0,0,1,0,15,20,0,0,0.7001024267359568
Carlos Augusto,br BRA,"MF,DF",Inter,it Serie A,27.0,1999.0,24,11,1086,12.1,13,4,30.8,0,0,3,0,18,36,0,0,-0.40325337163833613
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25.0,2000.0,16,14,1307,14.5,21,9,42.9,0,0,2,0,18,9,0,0,-0.19460475035226535
Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,22.0,2004.0,24,24,2096,23.3,11,1,9.1,0,0,4,0,20,12,0,0,-0.3996245637317904
Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,21.0,2004.0,21,15,1444,16.0,14,1,7.1,0,0,3,0,13,34,1,0,-0.14863259455664288
Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,29.0,1997.0,20,20,1785,19.8,8,4,50.0,0,0,7,0,18,0,1,0,-0.1237478180341578
Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22.0,2003.0,21,18,1701,18.9,39,10,25.6,0,0,0,0,18,23,0,0,0.37471064262095105
Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25.0,2000.0,19,16,1377,15.3,9,3,33.3,0,0,4,0,8,3,1,0,-0.593564890111879
Alex Baena,es ESP,MF,Atlético Madrid,es La Liga,24.0,2001.0,18,13,979,10.9,19,5,26.3,0,0,3,0,20,84,0,0,-0.20818194901021156
Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21.0,2004.0,18,17,1544,17.2,15,4,26.7,0,0,2,0,17,0,0,0,-0.09705940178261949
Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27.0,1998.0,22,19,1727,19.2,22,3,13.6,0,0,3,0,19,37,0,0,0.09469376426803729
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22.0,2003.0,21,18,1513,16.8,8,1,12.5,0,0,2,0,12,20,0,0,-0.4625016088439497
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,27.0,1999.0,17,13,1270,14.1,11,3,27.3,0,0,4,0,16,1,0,0,-0.42332884351557365
Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26.0,1999.0,24,20,1855,20.6,23,9,39.1,0,0,3,0,22,0,0,0,-0.10824022053975872
Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24.0,2001.0,20,16,1399,15.5,48,21,43.8,1,1,3,1,28,9,0,0,0.37277829807391394
Lameck Banda,zm ZAM,"MF,FW",Lecce,it Serie A,25.0,2001.0,21,11,981,10.9,19,7,36.8,0,0,6,1,34,41,0,0,0.20176601677380765
Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,19.0,2006.0,20,18,1566,17.4,9,5,55.6,0,0,7,0,27,3,0,0,-0.03998137595001776
Tommaso Barbieri,it ITA,MF,Cremonese,it Serie A,23.0,2002.0,19,14,1264,14.0,10,1,10.0,0,0,5,0,27,54,0,0,-0.4802663936665635
Valentín Barco,ar ARG,MF,Strasbourg,fr Ligue 1,21.0,2004.0,21,20,1782,19.8,18,5,27.8,0,0,4,1,20,85,0,0,0.5156984737166158
Bradley Barcola,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,23.0,2002.0,21,14,1234,13.7,51,24,47.1,0,0,2,0,14,17,0,0,0.5905210921328317
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25.0,2000.0,20,17,1626,18.1,12,4,33.3,0,0,3,0,17,57,0,0,-0.1095335070620346
Nicolò Barella,it ITA,MF,Inter,it Serie A,29.0,1997.0,24,21,1762,19.6,25,3,12.0,0,0,5,0,27,77,0,0,-0.07953247230145859
Harvey Barnes,eng ENG,FW,Newcastle United,eng Premier League,28.0,1997.0,27,14,1449,16.1,46,17,37.0,0,0,1,0,13,63,0,0,-0.1781582451120558
Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,24.0,2001.0,20,13,1125,12.5,22,7,31.8,0,0,2,0,24,53,0,0,0.02303515599799209
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22.0,2003.0,21,19,1575,17.5,21,6,28.6,0,0,0,0,12,27,0,0,-0.09440468943401892
Thierno Barry,fr FRA,FW,Everton,eng Premier League,23.0,2002.0,28,19,1600,17.8,32,10,31.3,0,0,3,0,34,3,0,0,-0.30714899339733
Davide Bartesaghi,it ITA,"MF,DF",Milan,it Serie A,20.0,2005.0,22,19,1743,19.4,15,6,40.0,0,0,2,0,12,114,0,0,-0.14123864456407517
Marc Bartra,es ESP,DF,Real Betis,es La Liga,35.0,1991.0,20,16,1587,17.6,9,4,44.4,0,0,3,0,13,1,1,0,-0.20507389293491532
Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29.0,1996.0,25,25,2250,25.0,12,5,41.7,0,0,2,0,40,5,0,0,-0.21743310133975324
Toma Bašić,hr CRO,MF,Lazio,it Serie A,29.0,1996.0,16,16,1170,13.0,26,9,34.6,0,0,0,1,15,33,0,0,-0.28679422473093125
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,26.0,1999.0,20,18,1634,18.2,9,1,11.1,0,0,4,0,19,7,0,0,-0.2558554337053686
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26.0,1999.0,23,23,1942,21.6,16,7,43.8,0,0,5,0,36,72,0,0,0.3198447771178628
Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26.0,1999.0,23,22,1885,20.9,55,23,41.8,0,1,6,0,40,4,0,0,1.285809520366583
Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002.0,22,15,1270,14.1,33,16,48.5,0,0,2,0,13,14,0,0,0.4142777664443383
Rafik Belghali,dz ALG,MF,Hellas Verona,it Serie A,23.0,2002.0,16,13,1124,12.5,10,4,40.0,0,0,5,0,13,37,0,0,-0.39553626577205375
Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,24.0,2002.0,24,23,1943,21.6,28,12,42.9,0,0,4,0,25,37,0,0,0.6705910764201537
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34.0,1991.0,18,13,1039,11.5,12,5,41.7,0,0,4,0,15,1,0,0,-0.18970680404416335
Raoul Bellanova,it ITA,MF,Atalanta,it Serie A,25.0,2000.0,17,11,1106,12.3,13,5,38.5,0,0,1,0,1,74,0,0,-0.701966074703001
Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27.0,1998.0,20,12,982,10.9,20,7,35.0,0,0,4,0,16,21,0,0,-0.20762745799808124
Héctor Bellerín,es ESP,DF,Real Betis,es La Liga,30.0,1995.0,16,12,1081,12.0,3,3,100.0,0,0,1,0,10,19,0,0,-0.8077873974780428
Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20.0,2005.0,22,11,1033,11.5,11,3,27.3,0,0,1,1,9,5,0,0,-0.22847315173959748
Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22.0,2003.0,18,15,1291,14.3,36,19,52.8,0,0,1,0,27,9,0,0,0.8923958109658676
Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24.0,2001.0,21,13,1098,12.2,27,8,29.6,0,0,0,0,21,10,0,0,-0.14659958118159913
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30.0,1995.0,15,11,1085,12.1,9,4,44.4,0,0,4,0,25,7,0,0,-0.28383764827972974
Rodrigo Bentancur,uy URU,MF,Tottenham Hotspur,eng Premier League,28.0,1997.0,20,17,1410,15.7,9,2,22.2,0,0,5,0,15,7,0,0,-0.191051299094887
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31.0,1994.0,17,16,1312,14.6,29,15,51.7,2,3,2,0,24,39,0,0,0.7884701102680867
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,36.0,1990.0,23,22,1933,21.5,14,3,21.4,0,0,3,0,17,44,0,0,0.11543569368318689
Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,30.0,1995.0,21,18,1492,16.6,32,17,53.1,0,0,3,0,16,140,1,0,0.21240584193705617
Sander Berge,no NOR,MF,Fulham,eng Premier League,28.0,1998.0,28,27,2342,26.0,9,3,33.3,0,0,4,0,28,11,1,0,-0.18956386620290852
Adrian Bernabe,es ESP,MF,Parma,it Serie A,24.0,2001.0,27,26,2109,23.4,46,11,23.9,0,0,0,0,13,79,0,0,0.3345473486978257
Lorenzo Bernasconi,it ITA,MF,Atalanta,it Serie A,22.0,2003.0,17,12,1085,12.1,7,1,14.3,0,0,3,0,8,80,0,0,-0.6080338441398991
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26.0,1999.0,24,22,1801,20.0,16,3,18.8,0,0,1,0,46,21,0,0,-0.053315674866691865
Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,22.0,2003.0,22,17,1568,17.4,11,3,27.3,0,0,3,0,17,8,0,0,-0.390291384052134
Jan-Niklas Beste,de GER,MF,Freiburg,de Bundesliga,27.0,1999.0,18,14,1213,13.5,17,9,52.9,0,0,5,0,13,83,0,0,0.031821821069321875
Beto,gw GNB,FW,Everton,eng Premier League,28.0,1998.0,28,9,982,10.9,26,9,34.6,0,0,2,0,24,2,0,0,-0.3653894097759296
Sam Beukema,nl NED,DF,Napoli,it Serie A,27.0,1998.0,16,13,1142,12.7,6,3,50.0,0,0,2,0,13,4,0,0,-0.17434219432470263
Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32.0,1993.0,20,19,1629,18.1,6,1,16.7,0,0,2,0,19,6,0,0,-0.3876069341418629
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,23.0,2003.0,22,12,973,10.8,19,7,36.8,0,0,0,0,15,9,0,0,-0.34303782922494896
Pedro Bigas,es ESP,DF,Elche,es La Liga,35.0,1990.0,19,18,1459,16.2,7,1,14.3,0,0,3,0,16,20,0,0,-0.28545078906012994
Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,27.0,1999.0,15,12,1121,12.5,7,4,57.1,0,0,2,0,12,1,0,0,-0.35305015646305876
Antonio Blanco,es ESP,MF,Alavés,es La Liga,25.0,2000.0,24,24,2046,22.7,29,11,37.9,0,0,5,0,47,20,0,0,0.5758964394230671
Daley Blind,nl NED,DF,Girona,es La Liga,35.0,1990.0,24,23,2032,22.6,2,1,50.0,0,0,1,0,13,10,0,0,-0.22310281327597334
Jayden Bogle,eng ENG,"DF,MF",Leeds United,eng Premier League,25.0,2000.0,26,25,2184,24.3,12,3,25.0,0,0,5,0,28,51,0,0,0.17548725280713962
Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28.0,1997.0,24,20,1581,17.6,47,15,31.9,1,1,3,0,15,7,0,0,0.35146564512595574
Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25.0,2000.0,22,10,1038,11.5,22,6,27.3,0,0,3,0,40,2,0,0,0.0019804583062804477
Sven Botman,nl NED,DF,Newcastle United,eng Premier League,26.0,2000.0,15,12,1061,11.8,8,4,50.0,0,0,1,0,8,1,1,0,-0.4894694772272965
Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18.0,2007.0,21,19,1593,17.7,14,4,28.6,0,0,5,1,28,13,0,0,-0.11897604782369739
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26.0,1999.0,16,10,975,10.8,15,7,46.7,0,0,4,0,12,13,0,0,-0.1388166578997323
Jarrod Bowen,eng ENG,"MF,FW",West Ham United,eng Premier League,29.0,1996.0,28,28,2508,27.9,63,23,36.5,1,1,3,0,15,94,0,0,0.9893680634397725
Lucas Boyé,ar ARG,FW,Alavés,es La Liga,30.0,1996.0,20,16,1532,17.0,46,15,32.6,1,1,3,1,44,8,0,1,0.48038246721122785
Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24.0,2001.0,20,19,1642,18.2,3,1,33.3,0,0,4,0,22,7,0,0,-0.006001278638561036
Domagoj Bradarić,hr CRO,MF,Hellas Verona,it Serie A,26.0,1999.0,22,20,1694,18.8,9,5,55.6,0,0,2,0,8,80,0,0,-0.7071028421532285
Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29.0,1996.0,19,12,1121,12.5,26,15,57.7,0,0,0,0,4,17,0,0,0.16708269637430967
Gleison Bremer,br BRA,DF,Juventus,it Serie A,28.0,1997.0,16,15,1271,14.1,10,5,50.0,0,0,1,0,12,1,0,0,0.16204173806584357
Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,25.0,2000.0,21,15,1409,15.7,11,3,27.3,0,0,5,1,14,24,0,0,-0.43513936053223407
Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,19.0,2006.0,23,19,1746,19.4,13,3,23.1,0,0,4,0,15,44,0,0,-0.4794869352028575
Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,24.0,2002.0,22,13,1202,13.4,20,10,50.0,0,0,3,0,15,1,0,0,0.03022301678730618
David Brooks,wls WAL,MF,Bournemouth,eng Premier League,28.0,1997.0,23,12,1022,11.4,41,12,29.3,0,0,7,0,11,52,0,0,-0.319025514592482
Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,22.0,2003.0,23,19,1801,20.0,16,8,50.0,0,0,3,0,19,31,0,0,0.8384199198706079
Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,27.0,1998.0,23,10,972,10.8,16,4,25.0,0,0,0,0,1,39,0,0,-0.9204059643510217
Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,27.0,1999.0,24,15,1384,15.4,21,8,38.1,0,0,7,0,16,26,0,0,0.5943759667718486
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34.0,1991.0,25,23,1932,21.5,66,24,36.4,4,5,1,0,38,2,0,0,0.48735248730606756
Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,29.0,1996.0,26,16,1290,14.3,38,9,23.7,0,0,5,0,33,7,0,0,0.2260497983023734
Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,23.0,2002.0,26,20,1850,20.6,10,5,50.0,0,0,1,0,13,128,0,0,0.18834582749059933
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,27.0,1998.0,20,19,1743,19.4,5,4,80.0,0,0,3,0,19,5,0,0,0.31866340313622793
Marius Bülter,de GER,"FW,MF",Köln,de Bundesliga,32.0,1993.0,22,14,1191,13.2,34,12,35.3,0,0,3,0,13,50,0,0,-0.038378570310097705
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26.0,1999.0,23,18,1653,18.4,4,2,50.0,0,0,2,0,32,6,0,0,-0.22165606284873454
Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,25.0,2001.0,21,21,1678,18.6,24,10,41.7,0,0,4,1,41,56,0,0,0.566640445301983
Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28.0,1997.0,21,14,1073,11.9,24,10,41.7,0,0,2,0,7,20,0,0,-0.25477668311986357
Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,31.0,1994.0,20,12,1219,13.5,6,1,16.7,0,0,2,0,9,34,0,0,-0.5428688047207368
